usuario,fecha,ejercicio,set,peso (kg),reps,rpe,rir,cumplió_objetivo
usuario_strong,2022-03-28 11:38:38,Bench Press (Barbell),2,50.0,7,9.5,0.5,True
usuario_strong,2022-03-28 11:38:38,Bench Press (Barbell),3,50.0,7,10.0,0.0,True
usuario_strong,2022-03-28 11:38:38,Bench Press (Barbell),4,50.0,6,10.0,0.0,False
usuario_strong,2022-03-28 11:38:38,Overhead Press (Dumbbell),1,25.0,10,8.5,1.5,True
usuario_strong,2022-03-28 11:38:38,Overhead Press (Dumbbell),2,25.0,9,9.5,0.5,True
usuario_strong,2022-03-28 11:38:38,Overhead Press (Dumbbell),3,25.0,8,10.0,0.0,True
usuario_strong,2022-03-28 11:38:38,Incline Cable Chest Fly,1,22.5,10,8.5,1.5,True
usuario_strong,2022-03-28 11:38:38,Incline Cable Chest Fly,2,22.5,9,10.0,0.0,True
usuario_strong,2022-03-28 11:38:38,Incline Cable Chest Fly,3,22.5,7,10.0,0.0,True
usuario_strong,2022-03-28 11:38:38,Incline Cable Chest Fly,4,22.5,5,10.0,0.0,False
usuario_strong,2022-03-28 11:38:38,Triceps Pushdown (Cable - Straight Bar),1,33.75,10,8.0,2.0,True
usuario_strong,2022-03-28 11:38:38,Triceps Pushdown (Cable - Straight Bar),2,33.75,9,8.5,1.5,True
usuario_strong,2022-03-28 11:38:38,Triceps Pushdown (Cable - Straight Bar),3,33.75,7,10.0,0.0,True
usuario_strong,2022-03-29 12:48:10,Lat Pull In,1,8.75,15,,,True
usuario_strong,2022-03-29 12:48:10,Lat Pull In,2,8.75,15,,,True
usuario_strong,2022-03-29 12:48:10,Lat Pulldown (Cable),1,52.0,10,8.5,1.5,True
usuario_strong,2022-03-29 12:48:10,Lat Pulldown (Cable),2,52.0,9,10.0,0.0,True
usuario_strong,2022-03-29 12:48:10,Lat Pulldown (Cable),3,52.0,7,10.0,0.0,True
usuario_strong,2022-03-29 12:48:10,Seated Row (Cable),1,41.25,11,8.5,1.5,True
usuario_strong,2022-03-29 12:48:10,Seated Row (Cable),2,41.25,10,9.5,0.5,True
usuario_strong,2022-03-29 12:48:10,Seated Row (Cable),3,41.25,9,10.0,0.0,True
usuario_strong,2022-03-29 12:48:10,Upright Row (Barbell),1,35.0,10,8.5,1.5,True
usuario_strong,2022-03-29 12:48:10,Upright Row (Barbell),2,35.0,10,8.5,1.5,True
usuario_strong,2022-03-29 12:48:10,Upright Row (Barbell),3,35.0,9,10.0,0.0,True
usuario_strong,2022-03-29 12:48:10,Bicep Curl (Barbell),1,27.5,10,8.5,1.5,True
usuario_strong,2022-03-29 12:48:10,Bicep Curl (Barbell),2,27.5,9,10.0,0.0,True
usuario_strong,2022-03-29 12:48:10,Bicep Curl (Barbell),3,27.5,7,10.0,0.0,True
usuario_strong,2022-03-31 11:47:20,Overhead Press (Barbell),1,30.0,10,8.0,2.0,True
usuario_strong,2022-03-31 11:47:20,Overhead Press (Barbell),2,30.0,9,9.0,1.0,True
usuario_strong,2022-03-31 11:47:20,Overhead Press (Barbell),3,30.0,7,8.5,1.5,True
usuario_strong,2022-03-31 11:47:20,Overhead Press (Barbell),4,30.0,7,10.0,0.0,True
usuario_strong,2022-03-31 11:47:20,Bench Press - Close Grip (Barbell),1,50.0,11,8.5,1.5,True
usuario_strong,2022-03-31 11:47:20,Bench Press - Close Grip (Barbell),2,50.0,10,9.5,0.5,True
usuario_strong,2022-03-31 11:47:20,Bench Press - Close Grip (Barbell),3,50.0,6,10.0,0.0,False
usuario_strong,2022-03-31 11:47:20,Bench Press - Close Grip (Barbell),4,50.0,6,10.0,0.0,False
usuario_strong,2022-03-31 11:47:20,Incline Chest Fly (Dumbbell),1,30.0,8,9.0,1.0,True
usuario_strong,2022-03-31 11:47:20,Incline Chest Fly (Dumbbell),2,30.0,6,9.5,0.5,False
usuario_strong,2022-03-31 11:47:20,Incline Chest Fly (Dumbbell),3,30.0,5,10.0,0.0,False
usuario_strong,2022-03-31 11:47:20,Triceps Pushdown (Cable - Straight Bar),1,33.75,10,8.5,1.5,True
usuario_strong,2022-03-31 11:47:20,Triceps Pushdown (Cable - Straight Bar),2,33.75,7,9.0,1.0,True
usuario_strong,2022-03-31 11:47:20,Triceps Pushdown (Cable - Straight Bar),3,33.75,7,10.0,0.0,True
usuario_strong,2022-04-04 13:00:18,Bench Press (Barbell),1,50.0,11,8.5,1.5,True
usuario_strong,2022-04-04 13:00:18,Bench Press (Barbell),2,50.0,9,9.5,0.5,True
usuario_strong,2022-04-04 13:00:18,Bench Press (Barbell),3,50.0,8,10.0,0.0,True
usuario_strong,2022-04-04 13:00:18,Bench Press (Barbell),4,50.0,7,10.0,0.0,True
usuario_strong,2022-04-04 13:00:18,Overhead Press (Dumbbell),1,30.0,6,8.5,1.5,False
usuario_strong,2022-04-04 13:00:18,Overhead Press (Dumbbell),2,30.0,5,9.5,0.5,False
usuario_strong,2022-04-04 13:00:18,Overhead Press (Dumbbell),3,30.0,6,10.0,0.0,False
usuario_strong,2022-04-04 13:00:18,Incline Cable Chest Fly,1,22.5,10,8.5,1.5,True
usuario_strong,2022-04-04 13:00:18,Incline Cable Chest Fly,2,22.5,9,10.0,0.0,True
usuario_strong,2022-04-04 13:00:18,Incline Cable Chest Fly,3,22.5,7,10.0,0.0,True
usuario_strong,2022-04-04 13:00:18,Incline Cable Chest Fly,4,22.5,5,10.0,0.0,False
usuario_strong,2022-04-04 13:00:18,Triceps Pushdown (Cable - Straight Bar),1,33.75,10,8.0,2.0,True
usuario_strong,2022-04-04 13:00:18,Triceps Pushdown (Cable - Straight Bar),2,33.75,8,10.0,0.0,True
usuario_strong,2022-04-04 13:00:18,Triceps Pushdown (Cable - Straight Bar),3,33.75,6,10.0,0.0,False
usuario_strong,2022-04-05 12:46:24,Lat Pull In,1,8.75,15,,,True
usuario_strong,2022-04-05 12:46:24,Lat Pull In,2,8.75,15,,,True
usuario_strong,2022-04-05 12:46:24,Lat Pulldown (Cable),1,52.0,10,8.5,1.5,True
usuario_strong,2022-04-05 12:46:24,Lat Pulldown (Cable),2,52.0,8,10.0,0.0,True
usuario_strong,2022-04-05 12:46:24,Lat Pulldown (Cable),3,52.0,7,10.0,0.0,True
usuario_strong,2022-04-05 12:46:24,Seated Row (Cable),1,41.25,12,8.5,1.5,True
usuario_strong,2022-04-05 12:46:24,Seated Row (Cable),2,41.25,11,9.5,0.5,True
usuario_strong,2022-04-05 12:46:24,Seated Row (Cable),3,41.25,10,10.0,0.0,True
usuario_strong,2022-04-05 12:46:24,Upright Row (Barbell),1,37.5,10,8.5,1.5,True
usuario_strong,2022-04-05 12:46:24,Upright Row (Barbell),2,37.5,9,8.5,1.5,True
usuario_strong,2022-04-05 12:46:24,Upright Row (Barbell),3,37.5,7,10.0,0.0,True
usuario_strong,2022-04-05 12:46:24,Bicep Curl (Barbell),1,30.0,8,8.5,1.5,True
usuario_strong,2022-04-05 12:46:24,Bicep Curl (Barbell),2,30.0,8,10.0,0.0,True
usuario_strong,2022-04-05 12:46:24,Bicep Curl (Barbell),3,30.0,5,10.0,0.0,False
usuario_strong,2022-04-07 12:52:12,Overhead Press (Barbell),1,30.0,11,9.0,1.0,True
usuario_strong,2022-04-07 12:52:12,Overhead Press (Barbell),2,30.0,8,9.0,1.0,True
usuario_strong,2022-04-07 12:52:12,Overhead Press (Barbell),3,30.0,7,8.5,1.5,True
usuario_strong,2022-04-07 12:52:12,Overhead Press (Barbell),4,30.0,8,10.0,0.0,True
usuario_strong,2022-04-07 12:52:12,Bench Press - Close Grip (Barbell),1,55.0,10,8.5,1.5,True
usuario_strong,2022-04-07 12:52:12,Bench Press - Close Grip (Barbell),2,55.0,7,9.5,0.5,True
usuario_strong,2022-04-07 12:52:12,Bench Press - Close Grip (Barbell),3,55.0,5,10.0,0.0,False
usuario_strong,2022-04-07 12:52:12,Bench Press - Close Grip (Barbell),4,55.0,6,10.0,0.0,False
usuario_strong,2022-04-07 12:52:12,Incline Chest Fly (Dumbbell),1,30.0,7,8.5,1.5,True
usuario_strong,2022-04-07 12:52:12,Incline Chest Fly (Dumbbell),2,30.0,6,9.5,0.5,False
usuario_strong,2022-04-07 12:52:12,Incline Chest Fly (Dumbbell),3,30.0,4,10.0,0.0,False
usuario_strong,2022-04-07 12:52:12,Triceps Pushdown (Cable - Straight Bar),1,33.75,11,8.5,1.5,True
usuario_strong,2022-04-07 12:52:12,Triceps Pushdown (Cable - Straight Bar),2,33.75,9,9.0,1.0,True
usuario_strong,2022-04-07 12:52:12,Triceps Pushdown (Cable - Straight Bar),3,33.75,7,10.0,0.0,True
usuario_strong,2022-04-12 12:48:46,Bench Press (Barbell),1,52.5,11,8.5,1.5,True
usuario_strong,2022-04-12 12:48:46,Bench Press (Barbell),2,52.5,9,9.5,0.5,True
usuario_strong,2022-04-12 12:48:46,Bench Press (Barbell),3,52.5,7,10.0,0.0,True
usuario_strong,2022-04-12 12:48:46,Bench Press (Barbell),4,52.5,7,10.0,0.0,True
usuario_strong,2022-04-12 12:48:46,Overhead Press (Dumbbell),1,30.0,7,8.5,1.5,True
usuario_strong,2022-04-12 12:48:46,Overhead Press (Dumbbell),2,30.0,7,9.5,0.5,True
usuario_strong,2022-04-12 12:48:46,Overhead Press (Dumbbell),3,30.0,6,10.0,0.0,False
usuario_strong,2022-04-12 12:48:46,Incline Cable Chest Fly,1,22.5,10,8.5,1.5,True
usuario_strong,2022-04-12 12:48:46,Incline Cable Chest Fly,2,22.5,10,10.0,0.0,True
usuario_strong,2022-04-12 12:48:46,Incline Cable Chest Fly,3,22.5,8,10.0,0.0,True
usuario_strong,2022-04-12 12:48:46,Incline Cable Chest Fly,4,22.5,7,10.0,0.0,True
usuario_strong,2022-04-12 12:48:46,Triceps Pushdown (Cable - Straight Bar),1,33.75,11,8.0,2.0,True
usuario_strong,2022-04-12 12:48:46,Triceps Pushdown (Cable - Straight Bar),2,33.75,9,10.0,0.0,True
usuario_strong,2022-04-12 12:48:46,Triceps Pushdown (Cable - Straight Bar),3,31.25,8,10.0,0.0,True
usuario_strong,2022-04-15 12:51:51,Lat Pull In,1,8.75,15,,,True
usuario_strong,2022-04-15 12:51:51,Lat Pull In,2,8.75,15,,,True
usuario_strong,2022-04-15 12:51:51,Lat Pulldown (Cable),1,52.0,11,8.5,1.5,True
usuario_strong,2022-04-15 12:51:51,Lat Pulldown (Cable),2,52.0,9,10.0,0.0,True
usuario_strong,2022-04-15 12:51:51,Lat Pulldown (Cable),3,52.0,7,10.0,0.0,True
usuario_strong,2022-04-15 12:51:51,Seated Row (Cable),1,43.75,11,8.5,1.5,True
usuario_strong,2022-04-15 12:51:51,Seated Row (Cable),2,43.75,10,9.5,0.5,True
usuario_strong,2022-04-15 12:51:51,Seated Row (Cable),3,43.75,9,10.0,0.0,True
usuario_strong,2022-04-15 12:51:51,Upright Row (Barbell),1,37.5,10,8.5,1.5,True
usuario_strong,2022-04-15 12:51:51,Upright Row (Barbell),2,37.5,8,8.5,1.5,True
usuario_strong,2022-04-15 12:51:51,Upright Row (Barbell),3,37.5,7,10.0,0.0,True
usuario_strong,2022-04-18 12:47:27,Bench Press (Barbell),1,55.0,9,8.5,1.5,True
usuario_strong,2022-04-18 12:47:27,Bench Press (Barbell),2,55.0,8,9.5,0.5,True
usuario_strong,2022-04-18 12:47:27,Bench Press (Barbell),3,55.0,6,10.0,0.0,False
usuario_strong,2022-04-18 12:47:27,Bench Press (Barbell),4,55.0,6,10.0,0.0,False
usuario_strong,2022-04-18 12:47:27,Overhead Press (Dumbbell),1,30.0,8,8.5,1.5,True
usuario_strong,2022-04-18 12:47:27,Overhead Press (Dumbbell),2,30.0,8,9.5,0.5,True
usuario_strong,2022-04-18 12:47:27,Overhead Press (Dumbbell),3,30.0,7,10.0,0.0,True
usuario_strong,2022-04-18 12:47:27,Incline Cable Chest Fly,1,27.5,8,8.5,1.5,True
usuario_strong,2022-04-18 12:47:27,Incline Cable Chest Fly,2,27.5,7,10.0,0.0,True
usuario_strong,2022-04-18 12:47:27,Incline Cable Chest Fly,3,27.5,5,10.0,0.0,False
usuario_strong,2022-04-18 12:47:27,Incline Cable Chest Fly,4,27.5,3,10.0,0.0,False
usuario_strong,2022-04-18 12:47:27,Triceps Pushdown (Cable - Straight Bar),1,36.25,9,8.0,2.0,True
usuario_strong,2022-04-18 12:47:27,Triceps Pushdown (Cable - Straight Bar),2,36.25,9,9.0,1.0,True
usuario_strong,2022-04-18 12:47:27,Triceps Pushdown (Cable - Straight Bar),3,36.25,5,10.0,0.0,False
usuario_strong,2022-04-19 12:48:38,Lat Pull In,1,8.75,15,,,True
usuario_strong,2022-04-19 12:48:38,Lat Pull In,2,8.75,15,,,True
usuario_strong,2022-04-19 12:48:38,Lat Pulldown (Cable),1,56.5,7,8.5,1.5,True
usuario_strong,2022-04-19 12:48:38,Lat Pulldown (Cable),2,54.0,6,10.0,0.0,False
usuario_strong,2022-04-19 12:48:38,Lat Pulldown (Cable),3,54.0,7,10.0,0.0,True
usuario_strong,2022-04-19 12:48:38,Seated Row (Cable),1,46.25,10,8.5,1.5,True
usuario_strong,2022-04-19 12:48:38,Seated Row (Cable),2,46.25,10,9.5,0.5,True
usuario_strong,2022-04-19 12:48:38,Seated Row (Cable),3,48.75,7,10.0,0.0,True
usuario_strong,2022-04-19 12:48:38,Upright Row (Barbell),1,37.5,10,8.5,1.5,True
usuario_strong,2022-04-19 12:48:38,Upright Row (Barbell),2,37.5,8,8.5,1.5,True
usuario_strong,2022-04-19 12:48:38,Upright Row (Barbell),3,37.5,6,10.0,0.0,False
usuario_strong,2022-04-19 12:48:38,Bicep Curl (Dumbbell),1,20.0,10,9.0,1.0,True
usuario_strong,2022-04-19 12:48:38,Bicep Curl (Dumbbell),2,20.0,10,10.0,0.0,True
usuario_strong,2022-04-19 12:48:38,Bicep Curl (Dumbbell),3,25.0,6,10.0,0.0,False
usuario_strong,2022-04-19 12:48:38,Bicep Curl (Dumbbell),4,25.0,6,10.0,0.0,False
usuario_strong,2022-04-26 12:46:34,Bench Press (Barbell),1,57.5,10,8.5,1.5,True
usuario_strong,2022-04-26 12:46:34,Bench Press (Barbell),2,57.5,8,9.5,0.5,True
usuario_strong,2022-04-26 12:46:34,Bench Press (Barbell),3,57.5,5,10.0,0.0,False
usuario_strong,2022-04-26 12:46:34,Bench Press (Barbell),4,57.5,5,10.0,0.0,False
usuario_strong,2022-04-26 12:46:34,Overhead Press (Dumbbell),1,30.0,5,8.5,1.5,False
usuario_strong,2022-04-26 12:46:34,Overhead Press (Dumbbell),2,30.0,7,9.5,0.5,True
usuario_strong,2022-04-26 12:46:34,Overhead Press (Dumbbell),3,30.0,6,10.0,0.0,False
usuario_strong,2022-04-26 12:46:34,Incline Cable Chest Fly,1,27.5,8,8.5,1.5,True
usuario_strong,2022-04-26 12:46:34,Incline Cable Chest Fly,2,27.5,5,10.0,0.0,False
usuario_strong,2022-04-26 12:46:34,Incline Cable Chest Fly,3,27.5,4,10.0,0.0,False
usuario_strong,2022-04-26 12:46:34,Incline Cable Chest Fly,4,27.5,5,10.0,0.0,False
usuario_strong,2022-04-26 12:46:34,Triceps Pushdown (Cable - Straight Bar),1,36.25,8,8.0,2.0,True
usuario_strong,2022-04-26 12:46:34,Triceps Pushdown (Cable - Straight Bar),2,36.25,7,9.0,1.0,True
usuario_strong,2022-04-27 12:50:02,Lat Pull In,1,8.75,15,,,True
usuario_strong,2022-04-27 12:50:02,Lat Pull In,2,8.75,15,,,True
usuario_strong,2022-04-27 12:50:02,Lat Pulldown (Cable),1,54.0,8,8.5,1.5,True
usuario_strong,2022-04-27 12:50:02,Lat Pulldown (Cable),2,54.0,7,10.0,0.0,True
usuario_strong,2022-04-27 12:50:02,Lat Pulldown (Cable),3,54.0,6,10.0,0.0,False
usuario_strong,2022-04-27 12:50:02,Bent Over One Arm Row (Dumbbell),1,25.0,18,8.5,1.5,True
usuario_strong,2022-04-27 12:50:02,Bent Over One Arm Row (Dumbbell),2,25.0,18,10.0,0.0,True
usuario_strong,2022-04-27 12:50:02,Bent Over One Arm Row (Dumbbell),3,25.0,16,10.0,0.0,True
usuario_strong,2022-04-27 12:50:02,Bicep Curl (Dumbbell),1,25.0,8,9.0,1.0,True
usuario_strong,2022-04-27 12:50:02,Bicep Curl (Dumbbell),2,25.0,7,10.0,0.0,True
usuario_strong,2022-04-27 12:50:02,Bicep Curl (Dumbbell),3,25.0,6,10.0,0.0,False
usuario_strong,2022-04-27 12:50:02,Bicep Curl (Dumbbell),4,25.0,5,10.0,0.0,False
usuario_strong,2022-04-30 15:16:02,Bench Press (Dumbbell),1,56.0,6,9.0,1.0,False
usuario_strong,2022-04-30 15:16:02,Bench Press (Dumbbell),2,56.0,5,,,False
usuario_strong,2022-04-30 15:16:02,Bench Press (Dumbbell),3,56.0,5,,,False
usuario_strong,2022-04-30 15:16:02,Bench Press (Dumbbell),4,56.0,4,,,False
usuario_strong,2022-04-30 15:16:02,Overhead Press (Dumbbell),1,28.0,8,8.5,1.5,True
usuario_strong,2022-04-30 15:16:02,Overhead Press (Dumbbell),2,28.0,5,9.5,0.5,False
usuario_strong,2022-04-30 15:16:02,Overhead Press (Dumbbell),3,28.0,5,10.0,0.0,False
usuario_strong,2022-04-30 15:16:02,Incline Chest Fly (Dumbbell),1,28.0,10,9.0,1.0,True
usuario_strong,2022-04-30 15:16:02,Incline Chest Fly (Dumbbell),2,28.0,7,10.0,0.0,True
usuario_strong,2022-04-30 15:16:02,Incline Chest Fly (Dumbbell),3,28.0,6,10.0,0.0,False
usuario_strong,2022-04-30 15:16:02,Incline Chest Fly (Dumbbell),4,28.0,7,,,True
usuario_strong,2022-04-30 15:16:02,Triceps Pushdown (Cable - Straight Bar),1,32.0,10,8.0,2.0,True
usuario_strong,2022-04-30 15:16:02,Triceps Pushdown (Cable - Straight Bar),2,26.0,8,9.0,1.0,True
usuario_strong,2022-04-30 15:16:02,Triceps Pushdown (Cable - Straight Bar),3,26.0,8,10.0,0.0,True
usuario_strong,2022-05-02 12:41:44,Bench Press (Barbell),1,57.5,9,8.5,1.5,True
usuario_strong,2022-05-02 12:41:44,Bench Press (Barbell),2,57.5,6,9.5,0.5,False
usuario_strong,2022-05-02 12:41:44,Bench Press (Barbell),3,57.5,6,10.0,0.0,False
usuario_strong,2022-05-02 12:41:44,Bench Press (Barbell),4,57.5,5,10.0,0.0,False
usuario_strong,2022-05-02 12:41:44,Overhead Press (Dumbbell),1,30.0,9,8.5,1.5,True
usuario_strong,2022-05-02 12:41:44,Overhead Press (Dumbbell),2,30.0,6,9.5,0.5,False
usuario_strong,2022-05-02 12:41:44,Overhead Press (Dumbbell),3,30.0,7,10.0,0.0,True
usuario_strong,2022-05-02 12:41:44,Incline Cable Chest Fly,1,27.5,7,8.5,1.5,True
usuario_strong,2022-05-02 12:41:44,Incline Cable Chest Fly,2,27.5,6,10.0,0.0,False
usuario_strong,2022-05-02 12:41:44,Incline Cable Chest Fly,3,27.5,3,10.0,0.0,False
usuario_strong,2022-05-10 12:24:43,Bench Press (Dumbbell),1,55.0,7,9.0,1.0,True
usuario_strong,2022-05-10 12:24:43,Bench Press (Dumbbell),2,55.0,5,10.0,0.0,False
usuario_strong,2022-05-10 12:24:43,Bench Press (Dumbbell),3,50.0,4,,,False
usuario_strong,2022-05-10 12:24:43,Bench Press (Dumbbell),4,50.0,5,,,False
usuario_strong,2022-05-10 12:24:43,Overhead Press (Dumbbell),1,30.0,5,8.5,1.5,False
usuario_strong,2022-05-10 12:24:43,Overhead Press (Dumbbell),2,30.0,5,9.5,0.5,False
usuario_strong,2022-05-10 12:24:43,Overhead Press (Dumbbell),3,30.0,5,10.0,0.0,False
usuario_strong,2022-05-10 12:24:43,Incline Cable Chest Fly,1,27.5,7,8.5,1.5,True
usuario_strong,2022-05-23 12:57:53,Bench Press (Dumbbell),1,50.0,9,9.0,1.0,True
usuario_strong,2022-05-23 12:57:53,Bench Press (Dumbbell),2,50.0,4,10.0,0.0,False
usuario_strong,2022-05-23 12:57:53,Bench Press (Dumbbell),3,50.0,5,,,False
usuario_strong,2022-05-23 12:57:53,Bench Press (Dumbbell),4,50.0,4,,,False
usuario_strong,2022-05-23 12:57:53,Overhead Press (Dumbbell),1,25.0,8,8.5,1.5,True
usuario_strong,2022-05-23 12:57:53,Overhead Press (Dumbbell),2,25.0,7,9.5,0.5,True
usuario_strong,2022-05-23 12:57:53,Overhead Press (Dumbbell),3,25.0,7,10.0,0.0,True
usuario_strong,2022-05-23 12:57:53,Incline Cable Chest Fly,1,22.5,9,8.5,1.5,True
usuario_strong,2022-05-23 12:57:53,Incline Cable Chest Fly,2,27.5,3,10.0,0.0,False
usuario_strong,2022-05-23 12:57:53,Incline Cable Chest Fly,3,22.5,6,10.0,0.0,False
usuario_strong,2022-05-23 12:57:53,Incline Cable Chest Fly,4,22.5,5,10.0,0.0,False
usuario_strong,2022-05-23 12:57:53,Triceps Pushdown (Cable - Straight Bar),1,28.75,10,8.0,2.0,True
usuario_strong,2022-05-23 12:57:53,Triceps Pushdown (Cable - Straight Bar),2,28.75,9,9.0,1.0,True
usuario_strong,2022-05-23 12:57:53,Triceps Pushdown (Cable - Straight Bar),3,28.75,7,10.0,0.0,True
usuario_strong,2022-05-26 19:33:37,Lat Pull In,1,8.75,15,,,True
usuario_strong,2022-05-26 19:33:37,Lat Pull In,2,8.75,15,,,True
usuario_strong,2022-05-26 19:33:37,Lat Pulldown (Cable),1,50.0,10,8.5,1.5,True
usuario_strong,2022-05-26 19:33:37,Lat Pulldown (Cable),2,50.0,10,10.0,0.0,True
usuario_strong,2022-05-26 19:33:37,Lat Pulldown (Cable),3,50.0,7,10.0,0.0,True
usuario_strong,2022-05-26 19:33:37,Bent Over One Arm Row (Dumbbell),1,26.0,12,8.5,1.5,True
usuario_strong,2022-05-26 19:33:37,Bent Over One Arm Row (Dumbbell),2,26.0,12,10.0,0.0,True
usuario_strong,2022-05-26 19:33:37,Bent Over One Arm Row (Dumbbell),3,26.0,11,10.0,0.0,True
usuario_strong,2022-05-26 19:33:37,Upright Row (Barbell),1,32.5,8,8.5,1.5,True
usuario_strong,2022-05-26 19:33:37,Upright Row (Barbell),2,32.5,5,8.5,1.5,False
usuario_strong,2022-05-26 19:33:37,Upright Row (Barbell),3,32.5,5,10.0,0.0,False
usuario_strong,2022-05-26 19:33:37,Bicep Curl (Dumbbell),1,24.0,8,9.0,1.0,True
usuario_strong,2022-05-26 19:33:37,Bicep Curl (Dumbbell),2,24.0,5,10.0,0.0,False
usuario_strong,2022-05-26 19:33:37,Bicep Curl (Dumbbell),3,24.0,4,10.0,0.0,False
usuario_strong,2022-05-26 19:33:37,Bicep Curl (Dumbbell),4,24.0,4,10.0,0.0,False
usuario_strong,2022-05-30 12:48:12,Lat Pull In,1,8.75,15,,,True
usuario_strong,2022-05-30 12:48:12,Lat Pull In,2,8.75,15,,,True
usuario_strong,2022-05-30 12:48:12,Lat Pulldown (Cable),1,52.0,11,8.5,1.5,True
usuario_strong,2022-05-30 12:48:12,Lat Pulldown (Cable),2,52.0,8,10.0,0.0,True
usuario_strong,2022-05-30 12:48:12,Lat Pulldown (Cable),3,52.0,6,10.0,0.0,False
usuario_strong,2022-05-30 12:48:12,Upright Row (Barbell),1,32.5,11,8.5,1.5,True
usuario_strong,2022-05-30 12:48:12,Upright Row (Barbell),2,32.5,9,8.5,1.5,True
usuario_strong,2022-05-30 12:48:12,Upright Row (Barbell),3,35.0,6,10.0,0.0,False
usuario_strong,2022-05-30 12:48:12,Bent Over One Arm Row (Dumbbell),1,25.0,14,8.5,1.5,True
usuario_strong,2022-05-30 12:48:12,Bent Over One Arm Row (Dumbbell),2,25.0,14,10.0,0.0,True
usuario_strong,2022-05-30 12:48:12,Bent Over One Arm Row (Dumbbell),3,25.0,10,10.0,0.0,True
usuario_strong,2022-05-30 12:48:12,Bicep Curl (Dumbbell),1,25.0,7,9.0,1.0,True
usuario_strong,2022-05-30 12:48:12,Bicep Curl (Dumbbell),2,25.0,5,10.0,0.0,False
usuario_strong,2022-05-30 12:48:12,Bicep Curl (Dumbbell),3,25.0,5,10.0,0.0,False
usuario_strong,2022-05-30 12:48:12,Bicep Curl (Dumbbell),4,25.0,4,10.0,0.0,False
usuario_strong,2022-05-30 12:48:12,Lat Pull In,1,8.75,15,,,True
usuario_strong,2022-05-30 12:48:12,Lat Pull In,2,8.75,15,,,True
usuario_strong,2022-05-30 12:48:12,Lat Pulldown (Cable),1,52.0,11,8.5,1.5,True
usuario_strong,2022-05-30 12:48:12,Lat Pulldown (Cable),2,52.0,8,10.0,0.0,True
usuario_strong,2022-05-30 12:48:12,Lat Pulldown (Cable),3,52.0,6,10.0,0.0,False
usuario_strong,2022-05-30 12:48:12,Upright Row (Barbell),1,32.5,11,8.5,1.5,True
usuario_strong,2022-05-30 12:48:12,Upright Row (Barbell),2,32.5,9,8.5,1.5,True
usuario_strong,2022-05-30 12:48:12,Upright Row (Barbell),3,35.0,6,10.0,0.0,False
usuario_strong,2022-05-30 12:48:12,Bent Over One Arm Row (Dumbbell),1,25.0,14,8.5,1.5,True
usuario_strong,2022-05-30 12:48:12,Bent Over One Arm Row (Dumbbell),2,25.0,14,10.0,0.0,True
usuario_strong,2022-05-30 12:48:12,Bent Over One Arm Row (Dumbbell),3,25.0,10,10.0,0.0,True
usuario_strong,2022-05-30 12:48:12,Bicep Curl (Dumbbell),1,25.0,7,9.0,1.0,True
usuario_strong,2022-05-30 12:48:12,Bicep Curl (Dumbbell),2,25.0,5,10.0,0.0,False
usuario_strong,2022-05-30 12:48:12,Bicep Curl (Dumbbell),3,25.0,5,10.0,0.0,False
usuario_strong,2022-05-30 12:48:12,Bicep Curl (Dumbbell),4,25.0,4,10.0,0.0,False
usuario_strong,2022-06-06 11:45:04,Bench Press (Dumbbell),1,50.0,8,8.5,1.5,True
usuario_strong,2022-06-06 11:45:04,Bench Press (Dumbbell),2,50.0,7,9.0,1.0,True
usuario_strong,2022-06-06 11:45:04,Bench Press (Dumbbell),3,50.0,6,,,False
usuario_strong,2022-06-06 11:45:04,Bench Press (Dumbbell),4,50.0,6,10.0,0.0,False
usuario_strong,2022-06-06 11:45:04,Incline Cable Chest Fly,1,27.5,7,8.5,1.5,True
usuario_strong,2022-06-06 11:45:04,Incline Cable Chest Fly,2,27.5,6,10.0,0.0,False
usuario_strong,2022-06-06 11:45:04,Incline Cable Chest Fly,3,27.5,5,10.0,0.0,False
usuario_strong,2022-06-06 11:45:04,Incline Cable Chest Fly,4,27.5,4,10.0,0.0,False
usuario_strong,2022-06-06 11:45:04,Triceps Pushdown (Cable - Straight Bar),1,31.25,8,8.0,2.0,True
usuario_strong,2022-06-06 11:45:04,Triceps Pushdown (Cable - Straight Bar),2,31.25,9,9.0,1.0,True
usuario_strong,2022-06-06 11:45:04,Triceps Pushdown (Cable - Straight Bar),3,31.25,8,10.0,0.0,True
usuario_strong,2022-06-07 12:19:07,Lat Pull In,1,8.75,15,,,True
usuario_strong,2022-06-07 12:19:07,Lat Pull In,2,8.75,15,,,True
usuario_strong,2022-06-07 12:19:07,Lat Pulldown (Cable),1,54.0,8,8.5,1.5,True
usuario_strong,2022-06-07 12:19:07,Lat Pulldown (Cable),2,54.0,9,9.5,0.5,True
usuario_strong,2022-06-07 12:19:07,Lat Pulldown (Cable),3,54.0,6,10.0,0.0,False
usuario_strong,2022-06-07 12:19:07,Seated Row (Cable),1,43.75,8,8.5,1.5,True
usuario_strong,2022-06-07 12:19:07,Seated Row (Cable),2,43.75,8,9.5,0.5,True
usuario_strong,2022-06-07 12:19:07,Seated Row (Cable),3,43.75,8,10.0,0.0,True
