usuario,fecha,ejercicio,set,peso (kg),reps,rpe,rir,cumplió_objetivo
novato_8,2025-03-31,sentadilla,4,89.9,8,7.6,2.4,True
novato_8,2025-03-31,sentadilla,5,90.4,5,9.0,1.0,False
intermedio_9,2025-01-02,remo con barra,1,109.6,10,7.8,2.2,True
intermedio_9,2025-01-02,remo con barra,2,110.7,7,8.1,1.9,False
intermedio_9,2025-01-02,remo con barra,3,111.8,8,6.8,3.2,True
intermedio_9,2025-01-02,remo con barra,4,113.0,8,7.7,2.3,True
intermedio_9,2025-01-02,remo con barra,5,114.1,9,8.2,1.8,False
intermedio_9,2025-01-03,remo con barra,1,115.2,10,8.4,1.6,False
intermedio_9,2025-01-03,remo con barra,2,116.4,9,7.0,3.0,True
intermedio_9,2025-01-03,remo con barra,3,117.5,7,8.6,1.4,False
intermedio_9,2025-01-04,dominadas,1,17.6,10,7.2,2.8,True
intermedio_9,2025-01-04,dominadas,2,17.7,5,7.2,2.8,False
intermedio_9,2025-01-04,dominadas,3,17.9,9,6.6,3.4,True
intermedio_9,2025-01-06,peso muerto,1,120.0,7,8.1,1.9,False
intermedio_9,2025-01-06,peso muerto,2,121.2,7,8.2,1.8,False
intermedio_9,2025-01-06,peso muerto,3,122.4,6,8.7,1.3,False
intermedio_9,2025-01-09,dominadas,1,18.1,6,6.5,3.5,False
intermedio_9,2025-01-09,dominadas,2,18.3,6,8.9,1.1,False
intermedio_9,2025-01-09,dominadas,3,18.5,6,7.3,2.7,False
intermedio_9,2025-01-09,dominadas,4,18.6,9,6.6,3.4,True
intermedio_9,2025-01-11,press banca,1,90.9,9,7.5,2.5,True
intermedio_9,2025-01-11,press banca,2,91.8,8,7.8,2.2,True
intermedio_9,2025-01-11,press banca,3,92.7,10,6.6,3.4,True
intermedio_9,2025-01-15,sentadilla,1,108.4,10,7.8,2.2,True
intermedio_9,2025-01-15,sentadilla,2,109.4,5,6.9,3.1,False
intermedio_9,2025-01-15,sentadilla,3,110.5,10,8.5,1.5,False
intermedio_9,2025-01-15,sentadilla,4,111.6,10,8.6,1.4,False
intermedio_9,2025-01-21,press banca,1,93.7,9,7.4,2.6,True
intermedio_9,2025-01-21,press banca,2,94.6,5,7.9,2.1,False
intermedio_9,2025-01-21,press banca,3,95.6,8,7.2,2.8,True
intermedio_9,2025-01-22,peso muerto,1,123.6,8,7.0,3.0,True
intermedio_9,2025-01-22,peso muerto,2,124.9,10,7.9,2.1,True
intermedio_9,2025-01-22,peso muerto,3,126.1,6,7.6,2.4,False
intermedio_9,2025-01-22,peso muerto,4,127.4,6,7.8,2.2,False
intermedio_9,2025-01-22,peso muerto,5,128.7,5,7.0,3.0,False
intermedio_9,2025-01-25,dominadas,1,18.8,5,8.3,1.7,False
intermedio_9,2025-01-25,dominadas,2,19.0,9,9.0,1.0,False
intermedio_9,2025-01-25,dominadas,3,19.2,9,8.9,1.1,False
intermedio_9,2025-01-25,dominadas,4,19.4,8,8.9,1.1,False
intermedio_9,2025-01-25,dominadas,5,19.6,8,8.5,1.5,False
intermedio_9,2025-01-28,press banca,1,96.5,9,8.1,1.9,False
intermedio_9,2025-01-28,press banca,2,97.5,8,8.7,1.3,False
intermedio_9,2025-01-28,press banca,3,98.5,5,8.4,1.6,False
intermedio_9,2025-01-28,press banca,4,99.4,10,8.9,1.1,False
intermedio_9,2025-01-31,dominadas,1,19.8,9,8.7,1.3,False
intermedio_9,2025-01-31,dominadas,2,20.0,10,7.6,2.4,True
intermedio_9,2025-01-31,dominadas,3,20.2,6,7.8,2.2,False
intermedio_9,2025-01-31,dominadas,4,20.4,10,8.7,1.3,False
intermedio_9,2025-02-03,remo con barra,1,118.7,6,6.9,3.1,False
intermedio_9,2025-02-03,remo con barra,2,119.9,6,7.9,2.1,False
intermedio_9,2025-02-03,remo con barra,3,121.1,10,8.8,1.2,False
intermedio_9,2025-02-03,remo con barra,4,122.3,9,6.8,3.2,True
intermedio_9,2025-02-05,peso muerto,1,129.9,5,7.1,2.9,False
intermedio_9,2025-02-05,peso muerto,2,131.2,9,8.8,1.2,False
intermedio_9,2025-02-05,peso muerto,3,132.6,10,7.7,2.3,True
intermedio_9,2025-02-05,peso muerto,4,133.9,5,8.4,1.6,False
intermedio_9,2025-02-08,peso muerto,1,135.2,9,7.0,3.0,True
intermedio_9,2025-02-08,peso muerto,2,136.6,6,8.9,1.1,False
intermedio_9,2025-02-08,peso muerto,3,137.9,8,8.2,1.8,False
intermedio_9,2025-02-09,dominadas,1,20.6,10,8.4,1.6,False
intermedio_9,2025-02-09,dominadas,2,20.8,10,8.8,1.2,False
intermedio_9,2025-02-09,dominadas,3,21.0,8,6.7,3.3,True
intermedio_9,2025-02-09,dominadas,4,21.2,10,8.4,1.6,False
intermedio_9,2025-02-11,peso muerto,1,139.3,5,8.9,1.1,False
intermedio_9,2025-02-11,peso muerto,2,140.7,10,7.9,2.1,True
intermedio_9,2025-02-11,peso muerto,3,142.1,9,8.8,1.2,False
intermedio_9,2025-02-11,peso muerto,4,143.5,10,7.6,2.4,True
intermedio_9,2025-02-11,peso muerto,5,145.0,5,7.5,2.5,False
intermedio_9,2025-02-13,press banca,1,100.4,7,7.0,3.0,True
intermedio_9,2025-02-13,press banca,2,101.4,10,7.2,2.8,True
intermedio_9,2025-02-13,press banca,3,102.4,5,6.8,3.2,False
intermedio_9,2025-02-13,press banca,4,103.5,5,8.9,1.1,False
intermedio_9,2025-02-16,remo con barra,1,123.5,5,7.8,2.2,False
intermedio_9,2025-02-16,remo con barra,2,124.8,5,7.8,2.2,False
intermedio_9,2025-02-16,remo con barra,3,126.0,9,8.8,1.2,False
intermedio_9,2025-02-16,remo con barra,4,127.3,6,6.5,3.5,False
intermedio_9,2025-02-16,remo con barra,5,128.6,9,7.7,2.3,True
intermedio_9,2025-02-20,press banca,1,104.5,6,8.2,1.8,False
intermedio_9,2025-02-20,press banca,2,105.6,6,7.2,2.8,False
intermedio_9,2025-02-20,press banca,3,106.6,9,6.9,3.1,True
intermedio_9,2025-02-21,dominadas,1,21.4,10,8.9,1.1,False
intermedio_9,2025-02-21,dominadas,2,21.6,10,7.5,2.5,True
intermedio_9,2025-02-21,dominadas,3,21.9,9,6.7,3.3,True
intermedio_9,2025-02-21,dominadas,4,22.1,5,8.2,1.8,False
intermedio_9,2025-02-21,dominadas,5,22.3,5,6.7,3.3,False
intermedio_9,2025-02-23,remo con barra,1,129.8,9,8.5,1.5,False
intermedio_9,2025-02-23,remo con barra,2,131.1,9,6.5,3.5,True
intermedio_9,2025-02-23,remo con barra,3,132.4,8,7.8,2.2,True
intermedio_9,2025-02-23,remo con barra,4,133.8,8,7.4,2.6,True
intermedio_9,2025-02-23,remo con barra,5,135.1,9,6.9,3.1,True
intermedio_9,2025-02-27,remo con barra,1,136.5,8,7.6,2.4,True
intermedio_9,2025-02-27,remo con barra,2,137.8,5,8.6,1.4,False
intermedio_9,2025-02-27,remo con barra,3,139.2,8,7.1,2.9,True
intermedio_9,2025-02-27,remo con barra,4,140.6,7,7.6,2.4,True
intermedio_9,2025-02-27,remo con barra,5,142.0,9,6.7,3.3,True
intermedio_9,2025-03-01,press banca,1,107.7,8,6.7,3.3,True
intermedio_9,2025-03-01,press banca,2,108.8,6,7.0,3.0,False
intermedio_9,2025-03-01,press banca,3,109.8,5,8.5,1.5,False
intermedio_9,2025-03-01,press banca,4,110.9,10,7.1,2.9,True
intermedio_9,2025-03-03,remo con barra,1,143.4,10,7.1,2.9,True
intermedio_9,2025-03-03,remo con barra,2,144.9,7,8.1,1.9,False
intermedio_9,2025-03-03,remo con barra,3,146.3,9,7.5,2.5,True
intermedio_9,2025-03-03,remo con barra,4,147.8,5,6.9,3.1,False
intermedio_9,2025-03-07,sentadilla,1,112.8,9,7.0,3.0,True
intermedio_9,2025-03-07,sentadilla,2,113.9,10,7.0,3.0,True
intermedio_9,2025-03-07,sentadilla,3,115.0,10,9.0,1.0,False
intermedio_9,2025-03-07,sentadilla,4,116.2,9,6.9,3.1,True
intermedio_9,2025-03-07,sentadilla,5,117.3,10,8.2,1.8,False
intermedio_9,2025-03-09,dominadas,1,22.5,8,7.3,2.7,True
intermedio_9,2025-03-09,dominadas,2,22.7,10,8.4,1.6,False
intermedio_9,2025-03-09,dominadas,3,23.0,7,8.6,1.4,False
intermedio_9,2025-03-09,dominadas,4,23.2,9,7.2,2.8,True
intermedio_9,2025-03-11,dominadas,1,23.4,8,7.1,2.9,True
intermedio_9,2025-03-11,dominadas,2,23.7,10,8.9,1.1,False
intermedio_9,2025-03-11,dominadas,3,23.9,9,7.3,2.7,True
intermedio_9,2025-03-14,press banca,1,112.0,8,7.6,2.4,True
intermedio_9,2025-03-14,press banca,2,113.2,6,7.3,2.7,False
intermedio_9,2025-03-14,press banca,3,114.3,10,6.9,3.1,True
intermedio_9,2025-03-18,press banca,1,115.4,6,8.7,1.3,False
intermedio_9,2025-03-18,press banca,2,116.6,10,8.0,2.0,True
intermedio_9,2025-03-18,press banca,3,117.8,8,7.1,2.9,True
intermedio_9,2025-03-18,press banca,4,118.9,9,7.7,2.3,True
intermedio_9,2025-03-18,press banca,5,120.1,9,7.6,2.4,True
intermedio_9,2025-03-19,remo con barra,1,149.2,9,7.5,2.5,True
intermedio_9,2025-03-19,remo con barra,2,150.7,7,8.0,2.0,True
intermedio_9,2025-03-19,remo con barra,3,152.2,8,7.5,2.5,True
intermedio_9,2025-03-19,remo con barra,4,153.8,5,7.1,2.9,False
intermedio_9,2025-03-19,remo con barra,5,155.3,9,8.7,1.3,False
intermedio_9,2025-03-20,peso muerto,1,146.4,9,9.0,1.0,False
intermedio_9,2025-03-20,peso muerto,2,147.9,7,7.1,2.9,True
intermedio_9,2025-03-20,peso muerto,3,149.4,8,7.6,2.4,True
intermedio_9,2025-03-20,peso muerto,4,150.9,10,7.9,2.1,True
intermedio_9,2025-03-20,peso muerto,5,152.4,10,7.3,2.7,True
intermedio_9,2025-03-24,sentadilla,1,118.5,7,7.1,2.9,True
intermedio_9,2025-03-24,sentadilla,2,119.7,6,7.6,2.4,False
intermedio_9,2025-03-24,sentadilla,3,120.9,10,7.5,2.5,True
intermedio_9,2025-03-24,sentadilla,4,122.1,5,8.3,1.7,False
intermedio_9,2025-03-27,sentadilla,1,123.3,6,8.5,1.5,False
intermedio_9,2025-03-27,sentadilla,2,124.6,6,8.8,1.2,False
intermedio_9,2025-03-27,sentadilla,3,125.8,8,6.9,3.1,True
intermedio_9,2025-03-27,sentadilla,4,127.1,5,8.7,1.3,False
intermedio_9,2025-03-29,press banca,1,121.3,6,7.7,2.3,False
intermedio_9,2025-03-29,press banca,2,122.5,8,6.6,3.4,True
intermedio_9,2025-03-29,press banca,3,123.8,7,7.8,2.2,True
intermedio_9,2025-03-31,sentadilla,1,128.3,6,7.3,2.7,False
intermedio_9,2025-03-31,sentadilla,2,129.6,10,8.5,1.5,False
intermedio_9,2025-03-31,sentadilla,3,130.9,8,8.9,1.1,False
intermedio_9,2025-03-31,sentadilla,4,132.2,8,6.6,3.4,True
intermedio_9,2025-03-31,sentadilla,5,133.5,5,6.7,3.3,False
novato_10,2025-01-03,press banca,1,46.4,9,8.8,1.2,False
novato_10,2025-01-03,press banca,2,46.7,6,9.8,0.2,False
novato_10,2025-01-03,press banca,3,46.9,8,8.6,1.4,False
novato_10,2025-01-06,dominadas,1,0.0,8,8.4,1.6,False
novato_10,2025-01-06,dominadas,2,0.0,6,7.6,2.4,False
novato_10,2025-01-06,dominadas,3,0.0,9,9.8,0.2,False
novato_10,2025-01-10,sentadilla,1,60.1,7,10.0,0.0,False
novato_10,2025-01-10,sentadilla,2,60.4,5,8.5,1.5,False
novato_10,2025-01-10,sentadilla,3,60.7,8,8.3,1.7,False
novato_10,2025-01-10,sentadilla,4,61.0,6,8.4,1.6,False
novato_10,2025-01-13,peso muerto,1,44.6,6,9.0,1.0,False
novato_10,2025-01-13,peso muerto,2,44.8,10,8.3,1.7,False
novato_10,2025-01-13,peso muerto,3,45.0,7,9.9,0.1,False
novato_10,2025-01-13,peso muerto,4,45.2,6,9.5,0.5,False
novato_10,2025-01-13,peso muerto,5,45.4,7,7.9,2.1,True
novato_10,2025-01-15,peso muerto,1,45.7,8,7.6,2.4,True
novato_10,2025-01-15,peso muerto,2,45.9,5,9.4,0.6,False
novato_10,2025-01-15,peso muerto,3,46.1,7,7.6,2.4,True
novato_10,2025-01-15,peso muerto,4,46.4,9,9.6,0.4,False
novato_10,2025-01-18,press banca,1,47.1,9,7.8,2.2,True
novato_10,2025-01-18,press banca,2,47.4,7,9.4,0.6,False
novato_10,2025-01-18,press banca,3,47.6,10,8.8,1.2,False
novato_10,2025-01-19,sentadilla,1,61.3,10,9.8,0.2,False
novato_10,2025-01-19,sentadilla,2,61.7,7,9.0,1.0,False
novato_10,2025-01-19,sentadilla,3,62.0,9,8.7,1.3,False
novato_10,2025-01-19,sentadilla,4,62.3,6,8.4,1.6,False
novato_10,2025-01-19,sentadilla,5,62.6,9,8.7,1.3,False
novato_10,2025-01-22,remo con barra,1,58.0,8,9.0,1.0,False
novato_10,2025-01-22,remo con barra,2,58.3,5,9.2,0.8,False
novato_10,2025-01-22,remo con barra,3,58.6,6,7.9,2.1,False
novato_10,2025-01-22,remo con barra,4,58.9,6,7.9,2.1,False
novato_10,2025-01-24,dominadas,1,0.0,8,9.1,0.9,False
novato_10,2025-01-24,dominadas,2,0.0,9,9.5,0.5,False
novato_10,2025-01-24,dominadas,3,0.0,9,9.7,0.3,False
novato_10,2025-01-24,dominadas,4,0.0,9,8.6,1.4,False
novato_10,2025-01-27,dominadas,1,0.0,6,8.9,1.1,False
novato_10,2025-01-27,dominadas,2,0.0,10,8.0,2.0,True
novato_10,2025-01-27,dominadas,3,0.0,8,8.2,1.8,False
novato_10,2025-01-27,dominadas,4,0.0,7,8.2,1.8,False
novato_10,2025-01-27,dominadas,5,0.0,10,8.2,1.8,False
novato_10,2025-01-29,peso muerto,1,46.6,9,8.7,1.3,False
novato_10,2025-01-29,peso muerto,2,46.8,8,9.5,0.5,False
novato_10,2025-01-29,peso muerto,3,47.1,5,9.1,0.9,False
novato_10,2025-02-01,remo con barra,1,59.2,8,8.8,1.2,False
novato_10,2025-02-01,remo con barra,2,59.5,7,7.8,2.2,True
novato_10,2025-02-01,remo con barra,3,59.8,5,8.1,1.9,False
novato_10,2025-02-01,remo con barra,4,60.1,6,9.3,0.7,False
novato_10,2025-02-01,remo con barra,5,60.4,10,7.5,2.5,True
novato_10,2025-02-03,press banca,1,47.9,10,8.6,1.4,False
novato_10,2025-02-03,press banca,2,48.1,7,8.6,1.4,False
novato_10,2025-02-03,press banca,3,48.3,8,9.7,0.3,False
novato_10,2025-02-03,press banca,4,48.6,9,8.0,2.0,True
novato_10,2025-02-05,sentadilla,1,62.9,10,9.8,0.2,False
novato_10,2025-02-05,sentadilla,2,63.2,5,8.2,1.8,False
novato_10,2025-02-05,sentadilla,3,63.5,6,8.1,1.9,False
novato_10,2025-02-08,sentadilla,1,63.8,7,9.5,0.5,False
novato_10,2025-02-08,sentadilla,2,64.2,6,7.9,2.1,False
novato_10,2025-02-08,sentadilla,3,64.5,10,8.5,1.5,False
novato_10,2025-02-08,sentadilla,4,64.8,9,8.0,2.0,True
novato_10,2025-02-09,sentadilla,1,65.1,5,8.5,1.5,False
novato_10,2025-02-09,sentadilla,2,65.5,5,8.2,1.8,False
novato_10,2025-02-09,sentadilla,3,65.8,9,7.8,2.2,True
novato_10,2025-02-13,remo con barra,1,60.7,7,9.2,0.8,False
novato_10,2025-02-13,remo con barra,2,61.0,10,9.3,0.7,False
novato_10,2025-02-13,remo con barra,3,61.3,6,7.9,2.1,False
novato_10,2025-02-13,remo con barra,4,61.6,6,10.0,0.0,False
novato_10,2025-02-13,remo con barra,5,61.9,9,9.1,0.9,False
novato_10,2025-02-18,remo con barra,1,62.2,8,9.2,0.8,False
novato_10,2025-02-18,remo con barra,2,62.5,7,8.0,2.0,True
novato_10,2025-02-18,remo con barra,3,62.8,8,9.5,0.5,False
novato_10,2025-02-18,remo con barra,4,63.1,6,9.9,0.1,False
novato_10,2025-02-19,sentadilla,1,66.1,9,7.6,2.4,True
novato_10,2025-02-19,sentadilla,2,66.4,8,7.8,2.2,True
novato_10,2025-02-19,sentadilla,3,66.8,7,7.6,2.4,True
novato_10,2025-02-19,sentadilla,4,67.1,7,9.4,0.6,False
novato_10,2025-02-19,sentadilla,5,67.4,8,9.2,0.8,False
novato_10,2025-02-20,peso muerto,1,47.3,7,9.3,0.7,False
novato_10,2025-02-20,peso muerto,2,47.5,7,9.3,0.7,False
novato_10,2025-02-20,peso muerto,3,47.8,10,8.7,1.3,False
novato_10,2025-02-22,peso muerto,1,48.0,5,9.3,0.7,False
novato_10,2025-02-22,peso muerto,2,48.3,10,9.2,0.8,False
novato_10,2025-02-22,peso muerto,3,48.5,6,9.3,0.7,False
novato_10,2025-02-22,peso muerto,4,48.7,10,9.4,0.6,False
novato_10,2025-02-26,dominadas,1,0.0,8,8.1,1.9,False
novato_10,2025-02-26,dominadas,2,0.0,8,7.7,2.3,True
novato_10,2025-02-26,dominadas,3,0.0,8,8.2,1.8,False
novato_10,2025-02-26,dominadas,4,0.0,9,8.7,1.3,False
novato_10,2025-02-28,remo con barra,1,63.5,10,7.6,2.4,True
novato_10,2025-02-28,remo con barra,2,63.8,6,9.1,0.9,False
novato_10,2025-02-28,remo con barra,3,64.1,6,9.3,0.7,False
novato_10,2025-03-02,sentadilla,1,67.8,10,9.7,0.3,False
novato_10,2025-03-02,sentadilla,2,68.1,7,7.9,2.1,True
novato_10,2025-03-02,sentadilla,3,68.5,8,7.8,2.2,True
novato_10,2025-03-04,peso muerto,1,49.0,5,9.7,0.3,False
novato_10,2025-03-04,peso muerto,2,49.2,5,9.6,0.4,False
novato_10,2025-03-04,peso muerto,3,49.5,9,7.6,2.4,True
novato_10,2025-03-04,peso muerto,4,49.7,6,9.0,1.0,False
novato_10,2025-03-04,peso muerto,5,50.0,7,9.0,1.0,False
novato_10,2025-03-07,remo con barra,1,64.4,8,9.8,0.2,False
novato_10,2025-03-07,remo con barra,2,64.7,6,8.3,1.7,False
novato_10,2025-03-07,remo con barra,3,65.1,7,9.1,0.9,False
novato_10,2025-03-07,remo con barra,4,65.4,5,8.3,1.7,False
novato_10,2025-03-09,peso muerto,1,50.2,7,8.7,1.3,False
novato_10,2025-03-09,peso muerto,2,50.5,8,7.8,2.2,True
novato_10,2025-03-09,peso muerto,3,50.7,8,7.9,2.1,True
novato_10,2025-03-10,sentadilla,1,68.8,6,9.4,0.6,False
novato_10,2025-03-10,sentadilla,2,69.1,5,8.3,1.7,False
novato_10,2025-03-10,sentadilla,3,69.5,5,9.0,1.0,False
novato_10,2025-03-10,sentadilla,4,69.8,7,9.6,0.4,False
novato_10,2025-03-15,press banca,1,48.8,7,8.1,1.9,False
novato_10,2025-03-15,press banca,2,49.1,6,9.1,0.9,False
novato_10,2025-03-15,press banca,3,49.3,9,9.7,0.3,False
novato_10,2025-03-15,press banca,4,49.6,8,9.2,0.8,False
novato_10,2025-03-20,dominadas,1,0.0,10,9.4,0.6,False
novato_10,2025-03-20,dominadas,2,0.0,9,9.3,0.7,False
novato_10,2025-03-20,dominadas,3,0.0,5,8.8,1.2,False
novato_10,2025-03-20,dominadas,4,0.0,7,7.6,2.4,True
novato_10,2025-03-21,dominadas,1,0.0,10,9.3,0.7,False
novato_10,2025-03-21,dominadas,2,0.0,8,8.2,1.8,False
novato_10,2025-03-21,dominadas,3,0.0,5,9.8,0.2,False
novato_10,2025-03-21,dominadas,4,0.0,5,8.8,1.2,False
novato_10,2025-03-21,dominadas,5,0.0,9,8.6,1.4,False
novato_10,2025-03-22,remo con barra,1,65.7,8,7.5,2.5,True
novato_10,2025-03-22,remo con barra,2,66.0,6,8.2,1.8,False
novato_10,2025-03-22,remo con barra,3,66.4,10,7.6,2.4,True
novato_10,2025-03-24,sentadilla,1,70.2,9,9.9,0.1,False
novato_10,2025-03-24,sentadilla,2,70.5,10,7.9,2.1,True
novato_10,2025-03-24,sentadilla,3,70.9,5,8.7,1.3,False
novato_10,2025-03-24,sentadilla,4,71.2,5,9.0,1.0,False
novato_10,2025-03-27,press banca,1,49.8,7,9.3,0.7,False
novato_10,2025-03-27,press banca,2,50.0,10,7.7,2.3,True
novato_10,2025-03-27,press banca,3,50.3,7,8.9,1.1,False
novato_10,2025-03-30,peso muerto,1,51.0,8,8.5,1.5,False
novato_10,2025-03-30,peso muerto,2,51.2,5,8.2,1.8,False
novato_10,2025-03-30,peso muerto,3,51.5,5,9.2,0.8,False
novato_10,2025-03-30,peso muerto,4,51.7,8,8.8,1.2,False
novato_10,2025-03-31,dominadas,1,0.0,6,7.9,2.1,False
novato_10,2025-03-31,dominadas,2,0.0,7,9.0,1.0,False
novato_10,2025-03-31,dominadas,3,0.0,6,9.2,0.8,False
intermedio_11,2025-01-03,press banca,1,104.6,6,8.4,1.6,False
intermedio_11,2025-01-03,press banca,2,105.7,10,6.8,3.2,True
intermedio_11,2025-01-03,press banca,3,106.7,9,6.6,3.4,True
intermedio_11,2025-01-03,press banca,4,107.8,7,8.0,2.0,True
intermedio_11,2025-01-03,press banca,5,108.9,6,7.4,2.6,False
intermedio_11,2025-01-07,dominadas,1,17.3,6,7.9,2.1,False
intermedio_11,2025-01-07,dominadas,2,17.5,9,7.9,2.1,True
intermedio_11,2025-01-07,dominadas,3,17.6,8,7.2,2.8,True
intermedio_11,2025-01-08,peso muerto,1,153.9,5,7.0,3.0,False
intermedio_11,2025-01-08,peso muerto,2,155.4,6,6.7,3.3,False
intermedio_11,2025-01-08,peso muerto,3,156.9,6,7.3,2.7,False
intermedio_11,2025-01-08,peso muerto,4,158.5,9,7.5,2.5,True
intermedio_11,2025-01-10,dominadas,1,17.8,5,6.9,3.1,False
intermedio_11,2025-01-10,dominadas,2,18.0,6,7.2,2.8,False
intermedio_11,2025-01-10,dominadas,3,18.2,10,6.9,3.1,True
intermedio_11,2025-01-10,dominadas,4,18.4,6,7.1,2.9,False
intermedio_11,2025-01-13,dominadas,1,18.5,8,8.7,1.3,False
intermedio_11,2025-01-13,dominadas,2,18.7,8,6.9,3.1,True
intermedio_11,2025-01-13,dominadas,3,18.9,8,6.7,3.3,True
intermedio_11,2025-01-13,dominadas,4,19.1,5,8.8,1.2,False
intermedio_11,2025-01-16,dominadas,1,19.3,6,7.3,2.7,False
intermedio_11,2025-01-16,dominadas,2,19.5,5,6.8,3.2,False
intermedio_11,2025-01-16,dominadas,3,19.7,10,8.2,1.8,False
intermedio_11,2025-01-16,dominadas,4,19.9,6,8.5,1.5,False
intermedio_11,2025-01-16,dominadas,5,20.1,8,6.8,3.2,True
intermedio_11,2025-01-21,sentadilla,1,111.0,8,6.8,3.2,True
intermedio_11,2025-01-21,sentadilla,2,112.1,9,8.3,1.7,False
intermedio_11,2025-01-21,sentadilla,3,113.3,10,7.1,2.9,True
intermedio_11,2025-01-21,sentadilla,4,114.4,7,8.7,1.3,False
intermedio_11,2025-01-21,sentadilla,5,115.5,6,9.0,1.0,False
intermedio_11,2025-01-23,dominadas,1,20.3,9,7.9,2.1,True
intermedio_11,2025-01-23,dominadas,2,20.5,7,7.5,2.5,True
intermedio_11,2025-01-23,dominadas,3,20.7,7,6.9,3.1,True
intermedio_11,2025-01-23,dominadas,4,20.9,9,8.3,1.7,False
intermedio_11,2025-01-23,dominadas,5,21.1,7,7.9,2.1,True
intermedio_11,2025-01-24,dominadas,1,21.3,5,7.5,2.5,False
intermedio_11,2025-01-24,dominadas,2,21.5,10,8.7,1.3,False
intermedio_11,2025-01-24,dominadas,3,21.7,9,7.7,2.3,True
intermedio_11,2025-01-24,dominadas,4,22.0,9,8.5,1.5,False
intermedio_11,2025-01-26,remo con barra,1,82.4,9,7.2,2.8,True
intermedio_11,2025-01-26,remo con barra,2,83.2,6,8.3,1.7,False
intermedio_11,2025-01-26,remo con barra,3,84.0,8,7.8,2.2,True
intermedio_11,2025-01-26,remo con barra,4,84.9,10,6.7,3.3,True
intermedio_11,2025-01-29,dominadas,1,22.2,8,7.0,3.0,True
intermedio_11,2025-01-29,dominadas,2,22.4,9,8.7,1.3,False
intermedio_11,2025-01-29,dominadas,3,22.6,5,8.9,1.1,False
intermedio_11,2025-01-29,dominadas,4,22.8,7,8.6,1.4,False
intermedio_11,2025-01-30,sentadilla,1,116.7,5,8.6,1.4,False
intermedio_11,2025-01-30,sentadilla,2,117.9,10,7.3,2.7,True
intermedio_11,2025-01-30,sentadilla,3,119.0,5,8.6,1.4,False
intermedio_11,2025-01-30,sentadilla,4,120.2,9,8.1,1.9,False
intermedio_11,2025-02-02,dominadas,1,23.1,7,7.8,2.2,True
intermedio_11,2025-02-02,dominadas,2,23.3,9,8.5,1.5,False
intermedio_11,2025-02-02,dominadas,3,23.5,10,8.1,1.9,False
intermedio_11,2025-02-02,dominadas,4,23.8,5,6.9,3.1,False
intermedio_11,2025-02-03,press banca,1,109.9,10,6.6,3.4,True
intermedio_11,2025-02-03,press banca,2,111.0,7,8.8,1.2,False
intermedio_11,2025-02-03,press banca,3,112.2,7,6.6,3.4,True
intermedio_11,2025-02-04,dominadas,1,24.0,6,8.6,1.4,False
intermedio_11,2025-02-04,dominadas,2,24.3,8,8.6,1.4,False
intermedio_11,2025-02-04,dominadas,3,24.5,8,8.5,1.5,False
intermedio_11,2025-02-04,dominadas,4,24.7,7,8.2,1.8,False
intermedio_11,2025-02-04,dominadas,5,25.0,8,8.6,1.4,False
intermedio_11,2025-02-08,peso muerto,1,160.1,6,7.4,2.6,False
intermedio_11,2025-02-08,peso muerto,2,161.7,10,7.5,2.5,True
intermedio_11,2025-02-08,peso muerto,3,163.3,6,8.0,2.0,False
intermedio_11,2025-02-08,peso muerto,4,164.9,7,7.7,2.3,True
intermedio_11,2025-02-08,peso muerto,5,166.6,6,7.5,2.5,False
intermedio_11,2025-02-09,sentadilla,1,121.4,9,8.0,2.0,True
intermedio_11,2025-02-09,sentadilla,2,122.6,8,7.2,2.8,True
intermedio_11,2025-02-09,sentadilla,3,123.9,9,7.6,2.4,True
intermedio_11,2025-02-09,sentadilla,4,125.1,10,7.9,2.1,True
intermedio_11,2025-02-09,sentadilla,5,126.4,7,8.4,1.6,False
intermedio_11,2025-02-13,remo con barra,1,85.7,8,8.2,1.8,False
intermedio_11,2025-02-13,remo con barra,2,86.6,10,6.6,3.4,True
intermedio_11,2025-02-13,remo con barra,3,87.4,7,9.0,1.0,False
intermedio_11,2025-02-13,remo con barra,4,88.3,6,6.7,3.3,False
intermedio_11,2025-02-13,remo con barra,5,89.2,5,8.2,1.8,False
intermedio_11,2025-02-17,dominadas,1,25.2,6,7.9,2.1,False
intermedio_11,2025-02-17,dominadas,2,25.5,10,8.8,1.2,False
intermedio_11,2025-02-17,dominadas,3,25.7,8,8.0,2.0,True
intermedio_11,2025-02-20,sentadilla,1,127.6,8,7.0,3.0,True
intermedio_11,2025-02-20,sentadilla,2,128.9,10,8.6,1.4,False
intermedio_11,2025-02-20,sentadilla,3,130.2,6,7.5,2.5,False
intermedio_11,2025-02-22,dominadas,1,26.0,9,9.0,1.0,False
intermedio_11,2025-02-22,dominadas,2,26.3,10,8.6,1.4,False
intermedio_11,2025-02-22,dominadas,3,26.5,5,8.1,1.9,False
intermedio_11,2025-02-26,remo con barra,1,90.1,7,8.3,1.7,False
intermedio_11,2025-02-26,remo con barra,2,91.0,9,7.2,2.8,True
intermedio_11,2025-02-26,remo con barra,3,91.9,10,6.9,3.1,True
intermedio_11,2025-02-26,remo con barra,4,92.8,9,8.5,1.5,False
intermedio_11,2025-02-26,remo con barra,5,93.7,10,8.5,1.5,False
